modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score
V,2,31,32,32|33,7,07,missing,0.6243979334831238,0.6124280169248582,-0.002752244472503662,0.0032115937471389744,0.0,0.0005352656245231624,0.0012346705163715883
V,2,32,33,33|34,7,07,missing,0.6216153502464294,0.6057849124312401,3.0338764190673828e-05,0.0034315107464790717,3.0338764190673828e-05,0.0006022572219371858,0.0013891966925022032
V,2,33,34,34|35,7,07,missing,0.6211033463478088,0.6065327913403511,0.0005423426628112793,0.0026836318373680834,0.0005423426628112793,0.0009896146357059599,0.002282694716972407
V,2,34,35,35|36,7,07,missing,0.6218414902687073,0.6085565110683442,-0.0001958012580871582,0.0006599121093749938,0.0,0.00010998535156249896,0.00025369772424290067
V,2,35,36,36|37,7,07,missing,0.6220135688781738,0.6065768284440041,-0.00036787986755371094,0.0026395947337151116,0.0,0.00043993245561918526,0.0010147702509979806
V,2,36,37,37|38,7,07,missing,0.6193087697029114,0.5998457034468652,0.0023369193077087402,0.009370719730854016,0.0023369193077087402,0.003898705929517743,0.008992950495311224
V,2,37,38,38|39,7,07,missing,0.6167571544647217,0.5945223694682121,0.0048885345458984375,0.014694053709507049,0.0048885345458984375,0.007337543497482946,0.016925145579835814
V,2,38,39,39|40,7,07,missing,0.6172857880592346,0.5959742512941361,0.004359900951385498,0.01324217188358312,0.004359900951385498,0.0065669295986493514,0.015147608938577386
V,2,39,40,40|41,7,07,missing,0.6180446147918701,0.5987898870348931,0.00360107421875,0.01042653614282607,0.00360107421875,0.005338830242554345,0.012314813412998435
V,2,40,41,41|42,7,07,missing,0.6181747317314148,0.5987898870348931,0.0034709572792053223,0.01042653614282607,0.0034709572792053223,0.005208713303009667,0.012014679158945725
V,2,41,42,42|43,7,07,missing,0.6185998320579529,0.5980419544219971,0.0030458569526672363,0.011174468755722033,0.0030458569526672363,0.004908268411954242,0.011321657915313525
V,2,42,43,43|44,7,07,missing,0.6212109923362732,0.6005056155562402,0.00043469667434692383,0.008710807621479022,0.00043469667434692383,0.0018864979445934276,0.00435149070792667
V,2,43,44,44|45,7,07,missing,0.6206735372543335,0.5971620716094971,0.0009721517562866211,0.0120543515682221,0.0009721517562866211,0.0029812103509903043,0.00687660921014412
V,2,44,45,45|46,7,07,missing,0.6209879517555237,0.5956222766876221,0.0006577372550964355,0.013594146490097048,0.0006577372550964355,0.002923428336779277,0.006743326320202376
V,2,45,46,46|47,7,07,missing,0.6237245798110962,0.5969421009063721,-0.0020788908004760742,0.01227432227134706,0.0,0.0020457203785578435,0.004718761154139081
V,2,46,47,47|48,7,07,missing,0.6225111484527588,0.5993617786407471,-0.0008654594421386719,0.009854644536972046,0.0,0.0016424407561620076,0.0037885361652484303
V,3,0,2,1|2|3,7,07,missing,0.6234495043754578,0.6211828616499901,-0.0018038153648376465,0.011966438472270968,0.0,0.0019944064120451612,0.004600397787188834
V,3,1,3,2|3|4,7,07,missing,0.6230976581573486,0.6198190003275872,-0.0014519691467285156,0.010602577149868009,0.0,0.0017670961916446681,0.004076072640307911
V,3,2,4,3|4|5,7,07,missing,0.6245170831680298,0.6218867571592331,-0.002871394157409668,0.01267033398151396,0.0,0.0021117223302523267,0.004871004563853193
V,3,3,5,4|5|6,7,07,missing,0.6257100105285645,0.6239544602870941,-0.004064321517944336,0.014738037109374935,0.0,0.002456339518229156,0.005665915841424811
V,3,4,6,5|6|7,7,07,missing,0.6272366642951965,0.6275620120406151,-0.005590975284576416,0.018345588862895945,0.0,0.0030575981438159907,0.007052809121536888
V,3,5,7,6|7|8,7,07,missing,0.6279842853546143,0.6282659075498581,-0.006338596343994141,0.019049484372138936,0.0,0.003174914062023156,0.0073234158982012475
V,3,6,8,7|8|9,7,07,missing,0.6275764107704163,0.6274740452408791,-0.005930721759796143,0.01825762206315995,0.0,0.0030429370105266584,0.007018991016693974
V,3,7,9,8|9|10,7,07,missing,0.6236933469772339,0.6221507112622261,-0.0020476579666137695,0.012934288084506917,0.0,0.002155714680751153,0.004972479524355603
V,3,8,10,9|10|11,7,07,missing,0.6251210570335388,0.6221507112622261,-0.003475368022918701,0.012934288084506917,0.0,0.002155714680751153,0.004972479524355603
V,3,9,11,10|11|12,7,07,missing,0.6214759945869446,0.6187631839156151,0.0001696944236755371,0.009546760737895954,0.0001696944236755371,0.0017608212133248629,0.00406159846082135
V,3,10,12,11|12|13,7,07,missing,0.622040867805481,0.6174433596968651,-0.00039517879486083984,0.008226936519145966,0.0,0.0013711560865243277,0.0031627773498123833
V,3,11,13,12|13|14,7,07,missing,0.6188637614250183,0.6125159837245941,0.0027819275856018066,0.003299560546874969,0.0027819275856018066,0.0033318543434143013,0.007685422216909507
V,3,12,14,13|14|15,7,07,missing,0.6218511462211609,0.6133959202408791,-0.00020545721054077148,0.004179497063159898,0.0,0.000696582843859983,0.0016067728995120215
V,3,13,15,14|15|16,7,07,missing,0.6225705742835999,0.6148916780591012,-0.0009248852729797363,0.005675254881381986,0.0,0.0009458758135636643,0.002181804557683696
V,3,14,16,15|16|17,7,07,missing,0.6217530965805054,0.6104042971968651,-0.0001074075698852539,0.0011878740191458848,0.0,0.0001979790031909808,0.000456668291221386
V,3,15,17,16|17|18,7,07,missing,0.618243396282196,0.6053889544248582,0.0034022927284240723,0.0038274687528609963,0.0034022927284240723,0.004040204187234238,0.009319337468276541
V,3,16,18,17|18|19,7,07,missing,0.6179995536804199,0.5994937288403511,0.0036461353302001953,0.009722694337368054,0.0036461353302001953,0.005266584386428204,0.012148167500385549
V,3,17,19,18|19|20,7,07,missing,0.6186411380767822,0.6053889544248582,0.0030045509338378906,0.0038274687528609963,0.0030045509338378906,0.003642462392648057,0.008401886310560673
V,3,18,20,19|20|21,7,07,missing,0.622384786605835,0.6105363011002541,-0.0007390975952148438,0.0013198779225349622,0.0,0.00021997965375582704,0.0005074160944594662
V,3,19,21,20|21|22,7,07,missing,0.6256954073905945,0.6203029788374901,-0.004049718379974365,0.011086555659770903,0.0,0.0018477592766284838,0.004262134154864939
V,3,20,22,21|22|23,7,07,missing,0.6263108253479004,0.6222387317657471,-0.0046651363372802734,0.013022308588027887,0.0,0.0021703847646713146,0.005006318275172184
V,3,21,23,22|23|24,7,07,missing,0.6275377869606018,0.6201709749341011,-0.0058920979499816895,0.010954551756381936,0.0,0.001825758626063656,0.004211386351626901
V,3,22,24,23|24|25,7,07,missing,0.6272315979003906,0.6163435061812401,-0.005585908889770508,0.00712708300352094,0.0,0.00118784716725349,0.002739947809407535
V,3,23,25,24|25|26,7,07,missing,0.6277952790260315,0.6126040042281151,-0.006149590015411377,0.003387581050395938,0.0,0.0005645968417326563,0.0013023273720310833
V,3,24,26,25|26|27,7,07,missing,0.6266965866088867,0.6114161302089691,-0.0050508975982666016,0.0021997070312499423,0.0,0.000366617838541657,0.0008456590808096547
V,3,25,27,26|27|28,7,07,missing,0.6233565807342529,0.6013415149688721,-0.0017108917236328125,0.007874908208847065,0.0,0.0013124847014745107,0.0030274429925197283
V,3,26,28,27|28|29,7,07,missing,0.6226270198822021,0.5978659671187401,-0.0009813308715820312,0.011350456058979108,0.0,0.001891742676496518,0.004363588469393769
V,3,27,29,28|29|30,7,07,missing,0.6221871376037598,0.5928066409468651,-0.0005414485931396484,0.016409782230854097,0.0,0.0027349637051423494,0.006308604355256022
V,3,28,30,29|30|31,7,07,missing,0.624998927116394,0.5994497454404831,-0.0033532381057739258,0.009766677737236051,0.0,0.0016277796228726753,0.0037547180604055154
