sample_index,sample_id,baseline,phi_T_cls,phi_T_reg,contribution_T_cls,contribution_T_reg,combined_contribution_T,phi_A_cls,phi_A_reg,contribution_A_cls,contribution_A_reg,combined_contribution_A,phi_V_cls,phi_V_reg,contribution_V_cls,contribution_V_reg,combined_contribution_V,main_modality,TEXT_MISSING_OOD_CAUTION,zero_missing_main_modality_agreement
10,101787$_$5,missing,6.259002685546875,-1.5063232421875,0.8852855989744077,0.9140050959943116,0.8996453474843596,0.6922760009765625,-0.1256591796875,0.09791687349733026,0.07624733349134868,0.08708210349433948,-0.1187591552734375,-0.0160644531249999,0.016797527528262062,0.009747570514339832,0.013272549021300947,T,True,True
11,101787$_$7,missing,5.9796142578125,1.4631998697916666,0.9506850910220083,0.9086856761646771,0.9296853835933427,0.2429199218749999,-0.0555501302083333,0.03862127857780536,0.03449809467013027,0.036559686623967816,-0.0672607421874999,-0.0914876302083333,0.010693630400186298,0.056816229165192585,0.033754929782689444,T,True,True
12,101787$_$9,missing,-0.1529134114583333,0.25966796875,0.11307016488145384,0.4433144381460487,0.2781923015137513,-1.1165364583333333,-0.1837890625,0.8256107834877845,0.31377125708569525,0.5696910202867399,0.0829264322916666,-0.14228515625,0.06131905163076179,0.2429143047682561,0.15211667819950894,A,False,False
13,102408$_$2,missing,-0.9648234049479166,-0.108887227376302,0.4686808191018343,0.7712907386457803,0.6199857788738073,-0.3220621744791667,0.0100214640299479,0.15644765970904492,0.07098594187965208,0.11371680079434851,-0.7717081705729166,0.0222666422526041,0.3748715211891208,0.15772331947456755,0.26629742033184417,T,True,True
14,102408$_$5,missing,2.711710611979167,1.0326416015625002,0.4595815403288095,0.4570474585062241,0.4583144994175168,1.6672770182291667,0.757470703125,0.2825706167935562,0.33525674273858913,0.30891367976607265,1.5214029947916663,0.4692626953125,0.2578478428776343,0.20769579875518668,0.23277182081641049,T,True,False
15,102408$_$9,missing,2.262369791666667,-0.1505208333333333,0.497530245543704,0.12703994724984885,0.31228509639677643,-1.767552693684896,0.5712565104166667,0.3887122825542273,0.48214187592724866,0.435427079240738,-0.5172780354817708,0.4630533854166668,0.11375747190206886,0.3908181768229024,0.25228782436248565,A,False,False
16,102858$_$20,missing,4.822591145833334,-1.2507080078125,0.9264803595856947,0.8977149265762452,0.91209764308097,0.2225545247395833,0.06943359375,0.04275552081297634,0.049837030806434666,0.0462962758097055,-0.1601359049479166,-0.0730712890624999,0.03076411960132889,0.052448042617320244,0.041606081109324566,T,True,True
17,102858$_$21,missing,2.715087890625,-0.6805338541666667,0.8874082349186083,0.8161305434103686,0.8517693891644884,-0.279296875,0.0923177083333333,0.0912863070539419,0.11071205496564646,0.10099918100979419,0.065185546875,-0.0610026041666666,0.02130545802744973,0.07315740162398494,0.04723142982571733,T,True,True
18,102858$_$1,missing,0.1097971598307291,0.3043212890625,0.19314460569403927,0.4574647680563711,0.3253046868752052,-0.3001607259114583,0.1403076171875,0.5280138861550026,0.21091456253669993,0.36946422434585124,-0.1585133870442708,-0.22060546875,0.27884150815095826,0.3316206694069289,0.30523108877894356,A,False,False
19,102858$_$0,missing,2.090006510416667,0.2056803385416666,0.5796767786204408,0.4453097469871026,0.5124932628037717,1.1402384440104163,0.1902750651041667,0.31625248284579266,0.4119564451335543,0.36410446398967344,0.3752237955729167,-0.0659261067708333,0.10407073853376672,0.1427338078793431,0.1234022732065549,T,True,False
20,102858$_$4,missing,5.126749674479167,2.0878255208333334,0.9258075419569114,0.940577797330987,0.9331926696439492,0.1716715494791666,0.0809895833333333,0.031001087499632585,0.0364862883120692,0.033743687905850896,0.2391764322916667,0.0509114583333333,0.0431913705434559,0.022935914356943816,0.033063642450199854,T,True,True
